43.20561	61.70148	49.39447	84.81702	41.70777
21.77531	25.00745	62.84410	29.91203	95.18820
91.60655	43.95274	40.65129	48.34790	95.99000
 7.18276	41.56819	34.71600	72.54135	25.00155
33.26913	41.38200	68.94546	29.60600	10.40100
 9.29110	68.35735	97.76686	37.94700	 7.84228
80.74100	35.02748	67.43500	67.98900	87.41062
90.36480	47.04314	40.02553	66.69449	60.68860
82.18609	57.51111	13.80813	53.32390	55.27308
11.78307	53.10341	60.23056	50.07954	 7.66280
82.71420	73.81447	 0.11906	65.86824	89.03550
49.23757	46.99120	25.97111	59.76263	24.88528
 7.73110	97.22469	14.06179	96.07171	99.90602
92.38614	84.29060	22.71760	10.34192	26.90117
31.29388	64.01407	61.28172	87.68600	 4.18205
24.06747	26.13000	96.08600	34.73670	61.19660
77.94517	62.39160	15.18020	66.63769	70.06541
85.99715	93.93020	88.38682	88.33271	59.84675
73.35756	12.31114	11.51628	97.47992	79.92748
12.59825	16.89429	24.63700	82.32006	24.27914
50.49800	84.02124	 0.18460	38.76741	49.43770
44.49096	81.18293	61.32117	21.65592	 7.93392
46.70990	38.32450	48.83201	61.00904	17.79526
 9.70797	92.42612	72.64100	30.72655	66.84300
 3.52706	85.99264	75.33696	56.89685	17.23000
66.88953	10.98038	44.53346	92.81771	83.13388
48.92971	25.94600	71.99700	 3.65447	17.36350
21.43510	63.59924	10.86659	 0.53394	59.53900
88.85037	36.25929	23.39445	88.52700	18.12540
29.82589	39.72800	41.13200	26.11678	26.40115
57.23300	41.58213	55.36900	34.08570	92.50091
84.98645	 7.67738	34.46700	40.38020	41.85634
84.48300	68.14201	35.01705	76.28297	99.90731
80.13400	55.59411	 6.31325	94.54529	 0.07785
89.85993	79.33997	67.52149	86.63872	 5.76437
14.68256	37.81360	82.02431	 5.45090	30.14800
15.08599	39.31750	42.88189	83.69170	33.33612
43.86735	93.45056	54.47586	97.73800	70.44040
 8.73580	 3.47440	85.76590	95.35666	94.17240
35.39416	24.67002	13.77180	48.65746	78.77741
17.69691	97.06800	 5.36892	87.79983	36.48733
49.79577	42.18996	25.50350	30.58727	38.37339
89.28141	45.55418	27.46441	 3.86386	81.04780
 8.06915	 2.88647	26.43505	96.37700	27.90816
 9.15286	82.77987	91.53955	19.26235	43.42770
97.55103	61.67384	86.56142	68.43444	11.81470
94.41300	28.16589	24.62033	13.43124	28.98450
69.31459	25.68597	61.51700	71.38063	41.52069
10.70040	75.01089	88.60059	64.14122	36.74951
99.31857	 8.68236	61.74700	23.73539	24.70100
64.89962	81.69245	53.52227	42.84160	79.89943
58.75771	89.59500	83.59777	93.98551	40.47000
17.73522	37.73751	94.04960	29.08900	40.31200
67.26454	14.63870	 9.71808	 2.58300	78.37204
28.93289	12.56362	91.17655	48.63205	73.40577
17.62763	71.38984	89.09700	79.17590	84.18330
69.38758	90.22914	97.51534	42.22251	96.01040
22.29050	12.78238	32.15442	46.51108	86.19122
63.62310	12.07477	17.49733	29.18079	77.55400
59.20754	54.43356	41.90392	82.51568	97.78041
65.57340	45.08981	11.21122	85.24732	72.36740
86.17554	60.46460	73.39865	26.98434	39.09645
50.75912	51.76429	53.70441	 7.09550	67.96751
 7.26247	70.34215	14.76942	89.39413	36.62424
19.54608	67.55800	29.65311	22.71653	 8.79194
99.95285	 9.74572	50.17500	57.81200	87.59672
55.55756	10.46027	21.16601	61.98200	16.78284
15.11300	73.58690	 0.93281	 5.52537	 7.97077
88.66342	 2.75142	60.90077	92.91250	27.23495
93.00700	20.49200	80.15804	66.29185	13.91695
61.57332	26.54860	26.12957	27.26873	 9.46660
 6.85903	69.38092	22.08821	98.21104	32.93568
36.40900	62.29728	90.57142	22.66538	81.44167
49.62588	53.57117	67.19670	67.39600	39.53160
98.30658	97.59571	26.68264	41.99521	15.37577
89.28862	54.95650	33.77265	31.78205	 9.24011
86.02666	53.66037	20.68292	60.92260	54.41051
86.92845	13.12316	12.64112	94.87923	63.69524
12.97719	61.46014	22.94300	68.00870	 6.94145
60.54810	54.82931	77.78260	78.28609	12.58456
68.41800	15.45601	40.66706	 0.86190	36.65180
44.37541	71.64275	47.09109	75.31021	95.99900
30.49671	92.63420	 4.51272	68.08319	38.82253
87.51330	35.67840	47.42817	 2.56095	27.16721
20.09593	36.66872	32.02782	98.60319	 7.69414
99.56140	57.28295	68.90600	55.69428	76.11400
64.66070	 6.25741	81.07910	16.49510	 3.52652
58.53188	70.37853	65.54790	56.32044	83.37134
70.86800	80.65538	94.52677	27.75500	75.72900
74.84525	 3.17382	47.36430	41.41700	94.82510
89.46100	31.51526	34.24948	57.01020	80.77483
75.52770	 3.28433	88.20370	 3.01981	25.26635
34.31727	90.83881	70.39418	99.71960	76.35800
 1.17877	89.33517	29.83444	21.46311	32.67425
42.94600	72.22718	53.87000	72.42009	80.41090
11.77524	81.63471	28.01020	23.11743	 8.05460
54.64870	85.04564	41.94628	36.84833	86.63905
76.58700	15.39448	42.11411	33.89000	 5.20370
 3.69941	50.21770	57.49426	59.03116	82.15531
94.22200	87.94584	 8.13252	 3.47726	25.06389
